estado,nome,data,cidade,distancias,organizador,link_corrida,link_oficial
DF,,01/02/2026,,10/5km,,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52140&Bras%EDlia%20Coffee%20Run,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52140&Bras%EDlia%20Coffee%20Run
DF,,07/02/2026,,10/5/3km,,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=53119&Circuito%20Serrano%20Corrida%20de%20Rua%20da%20Fam%EDlia,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=53119&Circuito%20Serrano%20Corrida%20de%20Rua%20da%20Fam%EDlia
DF,,08/02/2026,,15/7km,,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52511&Callango%20Epic%20-%20Etapa%20Lobo%20Guar%E1,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52511&Callango%20Epic%20-%20Etapa%20Lobo%20Guar%E1
DF,,08/02/2026,,21/10/5km,TF Sports,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51955&Track&Fields%20Run%20Series%20-%20Iguatemi%20Shopping,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51955&Track&Fields%20Run%20Series%20-%20Iguatemi%20Shopping
DF,,09/02/2026,,5km,Super Time,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=53120&Corrida%20e%20Caminhada%20da%20Par%F3quia%20Nossa%20Senhora%20do%20Ros%E1rio%20de%20Pompeia,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=53120&Corrida%20e%20Caminhada%20da%20Par%F3quia%20Nossa%20Senhora%20do%20Ros%E1rio%20de%20Pompeia
DF,,21/02/2026,,10/5km,Ágape São Vicente,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52512&1%AA%20Corrida%20de%20Rua%20%C1gape,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52512&1%AA%20Corrida%20de%20Rua%20%C1gape
DF,,22/02/2026,,21/10/6km,SportTriBsb,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52505&Desafio%20no%20Cerrado,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52505&Desafio%20no%20Cerrado
DF,,01/03/2026,,21km,MKS Esportes,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51321&Meia%20das%20Pontes%202026,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51321&Meia%20das%20Pontes%202026
DF,,08/03/2026,,42/21/10km,Órbita Esportes,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=50529&City%20Cross%20Marathon%202026,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=50529&City%20Cross%20Marathon%202026
DF,,08/03/2026,,10/5km,Rota 61 Produções,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51710&CMB%20Run%202026,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=51710&CMB%20Run%202026
DF,,22/03/2026,,13/10/5km,Norte Mktg Esportivo,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52911&Circuito%20das%20Esta%E7%F5es%20-%20Outono,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52911&Circuito%20das%20Esta%E7%F5es%20-%20Outono
DF,,22/03/2026,,10/5km,Instituto Olga Kós,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52508&Corrida%20e%20Caminhada%20pela%20Inclus%E3o,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=52508&Corrida%20e%20Caminhada%20pela%20Inclus%E3o
DF,,29/03/2026,,12/6/3km,,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=53121&Health%20Run%20UK%20-%20Brasil,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=53121&Health%20Run%20UK%20-%20Brasil
DF,,29/03/2026,,5km,Conta Passos Produções e Eventos,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=53122&Mix%20Run,https://www.corridasbr.com.br/df/mostracorrida.asp?escolha=53122&Mix%20Run
ES,,04/01/2026,,6km,Premium Comunicação e Marketing,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51936&Corrida%20Itapemirim%206k,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51936&Corrida%20Itapemirim%206k
ES,,11/01/2026,,8km,Arete Soluções,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51932&Corrida%20Rock%20Running%20-%20Obstacle%20Race,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51932&Corrida%20Rock%20Running%20-%20Obstacle%20Race
ES,,11/01/2026,,10/5/3km,,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52055&Corre%20Siri%20-%20Corrida%20e%20Caminhada,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52055&Corre%20Siri%20-%20Corrida%20e%20Caminhada
ES,,11/01/2026,,8km,Premium Comunicação Integrada,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52293&8%AA%20Corrida%20Litor%E2nea%20Paletitas,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52293&8%AA%20Corrida%20Litor%E2nea%20Paletitas
ES,,11/01/2026,,"6,6km",KL Eventos Esportivos,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=50833&Corre5,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=50833&Corre5
ES,,18/01/2026,,,FL Eventos,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=46593&3%AA%20Corrida%20Pre%E7o%20Baixo%20Farm%E1cia,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=46593&3%AA%20Corrida%20Pre%E7o%20Baixo%20Farm%E1cia
ES,,24/01/2026,,"7,5km",Pace Eventos,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51926&Corrida%20NOTAER,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51926&Corrida%20NOTAER
ES,,25/01/2026,,10/5/3km,,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=53113&Corre%20Siri%20-%20Corrida%20e%20Caminhada,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=53113&Corre%20Siri%20-%20Corrida%20e%20Caminhada
ES,,25/01/2026,,10/5km,Resultado Final,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51925&Corrida%20CRECI%20ES%202026,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51925&Corrida%20CRECI%20ES%202026
ES,,31/01/2026,,"7,5km",Premium Comunicação e Marketing,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52518&11%AA%20Corrida%20de%20Marata%EDzes,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52518&11%AA%20Corrida%20de%20Marata%EDzes
ES,,01/02/2026,,5 Milhas,Vitória Eventos,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=49973&Corrida%205%20Milhas%20Aracruz%20Interpraias,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=49973&Corrida%205%20Milhas%20Aracruz%20Interpraias
ES,,01/02/2026,,10/5km,,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52295&Corrida%20e%20Caminhada%20Eu%20Amo%20Guriri,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52295&Corrida%20e%20Caminhada%20Eu%20Amo%20Guriri
ES,,01/02/2026,,"5,5km",Resultado Final,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=53115&Corrida%20do%20Tetra,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=53115&Corrida%20do%20Tetra
ES,,01/02/2026,,5km,Paróquia Nossa Senhora do Perpétuo Socorro,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52517&Corrida%20e%20Caminhada%20Cristo%20Nossa%20Praia,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52517&Corrida%20e%20Caminhada%20Cristo%20Nossa%20Praia
ES,,01/02/2026,,10/5km,Org Eventos,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=53114&Corrida%20do%20Bob%20Esponja%20-%20Vit%F3ria,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=53114&Corrida%20do%20Bob%20Esponja%20-%20Vit%F3ria
ES,,08/02/2026,,10/6km,,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51638&Corrida%20Eco%20Litoral,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51638&Corrida%20Eco%20Litoral
ES,,08/02/2026,,10/5km,IEAD Manancial,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52294&Manancial%20Run,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=52294&Manancial%20Run
ES,,22/02/2026,,5km,ATP MKT Esportivo,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=50533&Cats%20Run,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=50533&Cats%20Run
ES,,28/02/2026,,6km,Circuito Capixaba de Montanhas,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51930&Madalena%20Night%20Run,https://www.corridasbr.com.br/es/mostracorrida.asp?escolha=51930&Madalena%20Night%20Run
GO,,04/01/2026,,5km,Thor Eventos,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52040&1%AA%20Corrida%20Trein%E3o%20Entre%20Amigos,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52040&1%AA%20Corrida%20Trein%E3o%20Entre%20Amigos
GO,,11/01/2026,,5km,,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=51789&Corre%20Mariany,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=51789&Corre%20Mariany
GO,,11/01/2026,,5km,,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52457&SL%20Challenge%20Run,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52457&SL%20Challenge%20Run
GO,,11/01/2026,,5km,,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52640&1%AA%20Corre%20MOPORV,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52640&1%AA%20Corre%20MOPORV
GO,,18/01/2026,,5km,Liga Thermais das Águas Quentes,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=51611&Caldas%20Run%202026,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=51611&Caldas%20Run%202026
GO,,18/01/2026,,10/5km,Hanker Live Mkt,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52448&Corrida%20PGE%2010K,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52448&Corrida%20PGE%2010K
GO,,25/01/2026,,5km,Senses Esportes,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52708&Happy%20Birthday%20Run,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52708&Happy%20Birthday%20Run
GO,,25/01/2026,,5km,,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52033&Elas%20Correm%20-%202%AA%20Edi%E7%E3o,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52033&Elas%20Correm%20-%202%AA%20Edi%E7%E3o
GO,,25/01/2026,,5km,,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52639&1%AA%20Corrida%20de%20Rua%20da%20APB-GO,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52639&1%AA%20Corrida%20de%20Rua%20da%20APB-GO
GO,,25/01/2026,,5km,,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52638&Corrida%20TIT%20-%203%AA%20Edi%E7%E3o,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52638&Corrida%20TIT%20-%203%AA%20Edi%E7%E3o
GO,,31/01/2026,,21km,Cerrado Adventure,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=50636&11%AA%20Meia%20Maratona%20da%20Chapada,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=50636&11%AA%20Meia%20Maratona%20da%20Chapada
GO,,31/01/2026,,6km,Larissa Leão,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=49071&5%AA%20Corrida%20Comandos%20do%20Ex%E9rcito,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=49071&5%AA%20Corrida%20Comandos%20do%20Ex%E9rcito
GO,,01/02/2026,,5km,,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52620&Corrida%20Super%20A%E7%E3o,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52620&Corrida%20Super%20A%E7%E3o
GO,,07/02/2026,,10/5km,Thor Eventos,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52459&2%AA%20Corrida%20Trein%E3o%20Entre%20Amigos,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52459&2%AA%20Corrida%20Trein%E3o%20Entre%20Amigos
GO,,07/02/2026,,5km,Alexssandra Gonzaga Barbosa,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=53132&Corrida%20da%20Luz,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=53132&Corrida%20da%20Luz
GO,,08/02/2026,,8/2km,Lux Academia,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=53131&2%AA%20Corrida%20Lux%20Academia,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=53131&2%AA%20Corrida%20Lux%20Academia
GO,,08/02/2026,,5km,Lucas Garcia,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52619&Circuito%20Parque%20Paquet%E1,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52619&Circuito%20Parque%20Paquet%E1
GO,,08/02/2026,,21/10/5km,TF Sports,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=51954&Santander%20Track&Fields%20Run%20Series%20-%20Goi%E2nia%20Shopping,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=51954&Santander%20Track&Fields%20Run%20Series%20-%20Goi%E2nia%20Shopping
GO,,08/02/2026,,10/5km,LR Assessoria,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=53130&5%B0%20Circuito%20Itumbiarense%20de%20Corrida%20de%20Rua%20-%201%AA%20Etapa,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=53130&5%B0%20Circuito%20Itumbiarense%20de%20Corrida%20de%20Rua%20-%201%AA%20Etapa
GO,,08/02/2026,,5km,,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=50173&Mercad%E3o%20Run,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=50173&Mercad%E3o%20Run
GO,,08/02/2026,,6km,,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52643&Trein%E3o%20Black%20Run,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52643&Trein%E3o%20Black%20Run
GO,,21/02/2026,,5km,Wellington Rosa,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=51974&Corrida%20do%20Fogo,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=51974&Corrida%20do%20Fogo
GO,,22/02/2026,,11/6km,Prefeitura Municipal,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=53126&19%AA%20Corrida%20do%20Marmelo,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=53126&19%AA%20Corrida%20do%20Marmelo
GO,,22/02/2026,,5km,FR Eventos,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=53129&3%AA%20Corrida%20e%20Caminhada%20de%20Goiandira,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=53129&3%AA%20Corrida%20e%20Caminhada%20de%20Goiandira
GO,,28/02/2026,,5km,,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52641&1%AA%20Corrida%20Solid%E1ria%20Cart%F3rios%20Pelo%20Bem%20Social,https://www.corridasbr.com.br/go/mostracorrida.asp?escolha=52641&1%AA%20Corrida%20Solid%E1ria%20Cart%F3rios%20Pelo%20Bem%20Social
MA,,04/01/2026,,6km,José Pereira,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=50504&1%AA%20Corrida%20Matoense,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=50504&1%AA%20Corrida%20Matoense
MA,,11/01/2026,,,TopChip,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52625&I%20Corrida%20da%20Sobra,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52625&I%20Corrida%20da%20Sobra
MA,,11/01/2026,,6km,José Pereira,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52148&1%AA%20Corrida%20Anivers%E1rio%20de%20Mat%F5es,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52148&1%AA%20Corrida%20Anivers%E1rio%20de%20Mat%F5es
MA,,11/01/2026,,5km,Centro Educa Mais Francisco das Chagas Vasconcelos,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51034&I%20Corrida%20do%20Centro%20Educa%20Mais%20Vasconcelos,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51034&I%20Corrida%20do%20Centro%20Educa%20Mais%20Vasconcelos
MA,,11/01/2026,,5km,João Guilherme Façanha Ramos,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=49667&10%AA%20Corrida%20de%20Reis%20Sotense,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=49667&10%AA%20Corrida%20de%20Reis%20Sotense
MA,,11/01/2026,,10/5km,Fernando Cesar Santos Moreira,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=48993&Desafio%20No%20Limite%20-%20A%20Corrida,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=48993&Desafio%20No%20Limite%20-%20A%20Corrida
MA,,18/01/2026,,5/3km,Loja Diaz de Paz Imports,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52171&Diaz%20de%20Paz%20Run,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52171&Diaz%20de%20Paz%20Run
MA,,18/01/2026,,18/10/5km,,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51306&2%BA%20Desafio%20Trail%20Run%20Gigantes,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51306&2%BA%20Desafio%20Trail%20Run%20Gigantes
MA,,25/01/2026,,5km,CDM Running,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52630&IV%20Corrida%20Anivers%E1rio%20CDM%20Runners,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52630&IV%20Corrida%20Anivers%E1rio%20CDM%20Runners
MA,,25/01/2026,,21/10km,SA Crono,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51248&I%20Meia%20Maratona%20de%20Caxias,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51248&I%20Meia%20Maratona%20de%20Caxias
MA,,01/02/2026,,5km,Y Brasil Produções de Eventos Esportivos,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51245&III%20Corrida%20Contra%20a%20P%F3lio,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51245&III%20Corrida%20Contra%20a%20P%F3lio
MA,,01/02/2026,,10/5km,ACII,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52626&5%AA%20Corrida%20da%20ACII,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52626&5%AA%20Corrida%20da%20ACII
MA,,01/02/2026,,5km,Larissa Cristiele,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51161&Corrida%20Mexa-se%20pela%20Vida,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51161&Corrida%20Mexa-se%20pela%20Vida
MA,,08/02/2026,,5km,24º Batalhão da Polícia Militar do Maranhão,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52156&1%AA%20Cop%20Run%20-%20Corrida%20da%20Pol%EDcia%20Militar,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52156&1%AA%20Cop%20Run%20-%20Corrida%20da%20Pol%EDcia%20Militar
MA,,08/02/2026,,5km,,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52627&I%20Corrida%20Nutro%20Gastro,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52627&I%20Corrida%20Nutro%20Gastro
MA,,08/02/2026,,10/5km,ASK Assessoria,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51155&2%AA%20Corrida%20do%2011%BA%20BPM,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=51155&2%AA%20Corrida%20do%2011%BA%20BPM
MA,,15/03/2026,,6/3km,SA Crono,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52172&III%20Corre%20Delas,https://www.corridasbr.com.br/ma/mostracorrida.asp?escolha=52172&III%20Corre%20Delas
MG,Circuito Viveza 60 Anos - Etapa Oliveira,04/01/2026,,5km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50796&Circuito%20Viveza%2060%20Anos%20-%20Etapa%20Oliveira,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50796&Circuito%20Viveza%2060%20Anos%20-%20Etapa%20Oliveira
MG,4ª Corrida da Virada,04/01/2026,,5km,SuperAção Eventos,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51360&4%AA%20Corrida%20da%20Virada,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51360&4%AA%20Corrida%20da%20Virada
MG,2ª Corrida e Caminhada Janeiro Branco,09/01/2026,,5km,Associação Marianense de Corredores (AMC),https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50804&2%AA%20Corrida%20e%20Caminhada%20Janeiro%20Branco,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50804&2%AA%20Corrida%20e%20Caminhada%20Janeiro%20Branco
MG,Sebastian Run,10/01/2026,,5km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50805&Sebastian%20Run,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50805&Sebastian%20Run
MG,4ª Night Run,10/01/2026,,7km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=44397&4%AA%20Night%20Run,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=44397&4%AA%20Night%20Run
MG,Araguari Run Pets,11/01/2026,,5km,Marathon Runners,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=47335&Araguari%20Run%20Pets,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=47335&Araguari%20Run%20Pets
MG,Circuito do Fogo - 14º Edição,11/01/2026,,10/5km,Tardim Produções e Eventos,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51044&Circuito%20do%20Fogo%20-%2014%BA%20Edi%E7%E3o,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51044&Circuito%20do%20Fogo%20-%2014%BA%20Edi%E7%E3o
MG,3ª Meia Maratona do Foguete,11/01/2026,,21/12/5km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51793&3%AA%20Meia%20Maratona%20do%20Foguete,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51793&3%AA%20Meia%20Maratona%20do%20Foguete
MG,WR Run 2026,11/01/2026,,10/5km,Pace Point,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52302&WR%20Run%202026,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52302&WR%20Run%202026
MG,1ª Night Run Camanducaia,17/01/2026,,7km,Portal das Corridas,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51700&1%AA%20Night%20Run%20Camanducaia,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51700&1%AA%20Night%20Run%20Camanducaia
MG,Corrida Art Clube 2026,18/01/2026,,R. Prof. Galba Veloso,Resultado Final,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52324&Corrida%20Art%20Clube%202026,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52324&Corrida%20Art%20Clube%202026
MG,Circuito FS Run,18/01/2026,,5km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51685&Circuito%20FS%20Run,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51685&Circuito%20FS%20Run
MG,Corrida de Rua Kids - Calçadão do Porto Velho,18/01/2026,,Chula Eventos,LeoPlotterRunners,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52321&Corrida%20de%20Rua%20Kids%20-%20Cal%E7ad%E3o%20do%20Porto%20Velho,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52321&Corrida%20de%20Rua%20Kids%20-%20Cal%E7ad%E3o%20do%20Porto%20Velho
MG,Corrida do Verão de Trilhas - Circuito das Estações,18/01/2026,,10km,Marcelo Machado Montenegro,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52328&Corrida%20do%20Ver%E3o%20de%20Trilhas%20-%20Circuito%20das%20Esta%E7%F5es,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52328&Corrida%20do%20Ver%E3o%20de%20Trilhas%20-%20Circuito%20das%20Esta%E7%F5es
MG,4ª Corrida e Caminhada De São Sebastiao,18/01/2026,,6km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52673&4%AA%20Corrida%20e%20Caminhada%20De%20S%E3o%20Sebastiao,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52673&4%AA%20Corrida%20e%20Caminhada%20De%20S%E3o%20Sebastiao
MG,2ª Corrida Passagem em Movimento,18/01/2026,,5km,Associação Marianense de Corredores (AMC),https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51706&2%AA%20Corrida%20Passagem%20em%20Movimento,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51706&2%AA%20Corrida%20Passagem%20em%20Movimento
MG,15ª Corrida de Rua de Aniversário de Paraisópolis,18/01/2026,,15/5km,ACORPA,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50234&15%AA%20Corrida%20de%20Rua%20de%20Anivers%E1rio%20de%20Parais%F3polis,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=50234&15%AA%20Corrida%20de%20Rua%20de%20Anivers%E1rio%20de%20Parais%F3polis
MG,3ª Corrida e Caminhada Alfa & Omega,18/01/2026,,8km,Alfa & Omega Esportes,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=44915&3%AA%20Corrida%20e%20Caminhada%20Alfa%20&%20Omega,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=44915&3%AA%20Corrida%20e%20Caminhada%20Alfa%20&%20Omega
MG,Corrida 4 Estações,18/01/2026,,10/5km,Caique Alexandre,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51692&Corrida%204%20Esta%E7%F5es,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51692&Corrida%204%20Esta%E7%F5es
MG,25ª Corrida de São Sebastião,18/01/2026,,5km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52597&25%AA%20Corrida%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52597&25%AA%20Corrida%20de%20S%E3o%20Sebasti%E3o
MG,4° Corrida de São Sebastião,18/01/2026,,5km,Paróquia São Sebastião,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52320&4%B0%20Corrida%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=52320&4%B0%20Corrida%20de%20S%E3o%20Sebasti%E3o
MG,2ª Fast Run,18/01/2026,,5km,,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51686&2%AA%20Fast%20Run,https://www.corridasbr.com.br/mg/mostracorrida.asp?escolha=51686&2%AA%20Fast%20Run
