estado,nome,data,cidade,distancias,organizador,link_corrida,link_oficial
RJ,1ª Corrida Saquatrilhas,22/02/2026,,5km,Saquatrilhas,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=53012&1%AA%20Corrida%20Saquatrilhas,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=53012&1%AA%20Corrida%20Saquatrilhas
RJ,Corrida Kids Bíblica - Etapa Jonas,28/02/2026,,,Circuito Carioca Eventos,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=50565&Corrida%20Kids%20B%EDblica%20-%20Etapa%20Jonas,https://www.corridasbr.com.br/rj/mostracorrida.asp?escolha=50565&Corrida%20Kids%20B%EDblica%20-%20Etapa%20Jonas
RN,,03/01/2026,,5km,Prefeitura Municipal,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52722&2%AA%20Corrida%20de%20Reis%20de%20Senador%20El%F3i%20de%20Souza,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52722&2%AA%20Corrida%20de%20Reis%20de%20Senador%20El%F3i%20de%20Souza
RN,,04/01/2026,,5km,Paróquia Nossa Senhora da Imaculada Conceição,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52672&2%AA%20Corrida%20da%20Imaculada,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52672&2%AA%20Corrida%20da%20Imaculada
RN,,10/01/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51178&16%AA%20Corrida%20do%20Com%E9rcio,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51178&16%AA%20Corrida%20do%20Com%E9rcio
RN,,10/01/2026,,5km,Natal Corridas,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51169&Natal%20Corridas%2050k,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51169&Natal%20Corridas%2050k
RN,,10/01/2026,,10/5km,Sportri Eventos,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52575&Hilife%20Run%20-%20Summer%20Edition,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52575&Hilife%20Run%20-%20Summer%20Edition
RN,,11/01/2026,,10/5km,ONG Atletismo e Cultura Potiguar,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51179&Genipabu%20Beach%20Run%202026,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51179&Genipabu%20Beach%20Run%202026
RN,,11/01/2026,,10/5km,José Lázaro,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=50222&1%AA%20Corrida%20Santo%20Ant%F4nio%20Runners,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=50222&1%AA%20Corrida%20Santo%20Ant%F4nio%20Runners
RN,,11/01/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51902&4%BA%20Circuito%20Pet%20do%20Bom,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51902&4%BA%20Circuito%20Pet%20do%20Bom
RN,,11/01/2026,,5/3km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52675&Corrida%2010%20anos%20TOPFIT,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52675&Corrida%2010%20anos%20TOPFIT
RN,,17/01/2026,,8km,Camboim Eventos,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=43985&Pirangi%20Praiano%202026,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=43985&Pirangi%20Praiano%202026
RN,,17/01/2026,,5km,Q2 Promoções e Eventos,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52659&4%20Elementos%20Summer,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52659&4%20Elementos%20Summer
RN,,18/01/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=48096&Circuito%20Esportivo%20Telecab%2030%20Anos%20-%20Macau,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=48096&Circuito%20Esportivo%20Telecab%2030%20Anos%20-%20Macau
RN,,18/01/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52729&Corrida%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52729&Corrida%20de%20S%E3o%20Sebasti%E3o
RN,,18/01/2026,,8/5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52724&Corrida%20de%20Rua%20Correr%20Gostoso,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52724&Corrida%20de%20Rua%20Correr%20Gostoso
RN,,18/01/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52578&2%AA%20Corrida%20De%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52578&2%AA%20Corrida%20De%20S%E3o%20Sebasti%E3o
RN,,24/01/2026,,"6,5km",,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52725&Desafio%20dos%20navegantes,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52725&Desafio%20dos%20navegantes
RN,,24/01/2026,,5km,Ricardo Silva,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52662&Corrida%20EJC%20-%20Start%202026,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52662&Corrida%20EJC%20-%20Start%202026
RN,,25/01/2026,,5km,Winner Run Assessoria Esportiva,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51168&3%AA%20Anivers%E1rio%20da%20Winner%20Run,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51168&3%AA%20Anivers%E1rio%20da%20Winner%20Run
RN,,25/01/2026,,5km,07 Locação e Eventos,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52576&III%20Corrida%20e%20Caminhada%20do%20Lagart%E3o,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52576&III%20Corrida%20e%20Caminhada%20do%20Lagart%E3o
RN,,25/01/2026,,5km,Matheus Silva,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=50285&Corrida%20Corre%20UZL,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=50285&Corrida%20Corre%20UZL
RN,,31/01/2026,,5km,T_Esportes,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51838&Rota%20do%20Sol%20Nascente%20-%205k,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51838&Rota%20do%20Sol%20Nascente%20-%205k
RN,,01/02/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51907&4%AA%20Corrida%20Carnavalesca%20de%20Caic%F3,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51907&4%AA%20Corrida%20Carnavalesca%20de%20Caic%F3
RN,,01/02/2026,,42km,T_Esportes,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51837&Rota%20do%20Sol%20Nascente%20-%20Prova%20de%20Revezamento,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51837&Rota%20do%20Sol%20Nascente%20-%20Prova%20de%20Revezamento
RN,,01/02/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51859&I%20Corrida%20do%20Toinho,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51859&I%20Corrida%20do%20Toinho
RN,,01/02/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=50214&Beca%20Run,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=50214&Beca%20Run
RN,,07/02/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52728&Corrifolia,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52728&Corrifolia
RN,,07/02/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=50279&1%AA%20Corrida%20do%20Com%E9rcio,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=50279&1%AA%20Corrida%20do%20Com%E9rcio
RN,,08/02/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52661&Holi%20Run%20-%20Corrida%20das%20Cores,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52661&Holi%20Run%20-%20Corrida%20das%20Cores
RN,,14/03/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51908&4%AA%20Corrida%20dos%20Amigos%20Carlos%20Alberto,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=51908&4%AA%20Corrida%20dos%20Amigos%20Carlos%20Alberto
RN,,22/03/2026,,5km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52730&2%AA%20Corrida%20e%20Caminhada%20do%20Runn%20Bora,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52730&2%AA%20Corrida%20e%20Caminhada%20do%20Runn%20Bora
RN,,29/03/2026,,10/5/3km,,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52727&5%AA%20Corrida%20ZeniaRun,https://www.corridasbr.com.br/rn/mostracorrida.asp?escolha=52727&5%AA%20Corrida%20ZeniaRun
RO,,25/01/2026,,10/5km,Podium Sport,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=52587&6%AA%20Corrida%20do%20MPRO,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=52587&6%AA%20Corrida%20do%20MPRO
RO,,25/01/2026,,21/10/5km,Vilhena Mountain bike e Esportes,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=52278&Corrida%20Start%20Run,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=52278&Corrida%20Start%20Run
RO,,08/02/2026,,5km,OAF Sports,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=52585&11%AA%20Corrida%20e%20Caminhada%20do%20Morro%20Chico%20Mendes,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=52585&11%AA%20Corrida%20e%20Caminhada%20do%20Morro%20Chico%20Mendes
RO,,21/02/2026,,5km,,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=52274&1%AA%20Corrida%20do%20Chopp%20Obar,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=52274&1%AA%20Corrida%20do%20Chopp%20Obar
RO,,15/03/2026,,5km,MTB Vilhena Eventos,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=53025&Corrida%20Esta%E7%F5es%20MTB%20Vilhena,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=53025&Corrida%20Esta%E7%F5es%20MTB%20Vilhena
RO,,29/03/2026,,5km,,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=52275&Circuito%20do%20Caf%E9%20-%20Etapa%20Florada,https://www.corridasbr.com.br/ro/mostracorrida.asp?escolha=52275&Circuito%20do%20Caf%E9%20-%20Etapa%20Florada
RR,,29/03/2026,,6km,Instituto Eu Vivo Live,https://www.corridasbr.com.br/rr/mostracorrida.asp?escolha=52830,https://www.corridasbr.com.br/rr/mostracorrida.asp?escolha=52830
RS,5ª Rústica Chapadafest SESC,03/01/2026,,5km,SESC,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52392&5%AA%20R%FAstica%20Chapadafest%20SESC,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52392&5%AA%20R%FAstica%20Chapadafest%20SESC
RS,Corrida do Fogo,04/01/2026,,5/2km,M1 Running,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52393&Corrida%20do%20Fogo,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52393&Corrida%20do%20Fogo
RS,10ª Corrida de Abertura de Temporada,04/01/2026,,10/5/3km,Biolchi Eventos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=44985&10%AA%20Corrida%20de%20Abertura%20de%20Temporada,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=44985&10%AA%20Corrida%20de%20Abertura%20de%20Temporada
RS,5º Borússia Trail,10/01/2026,,12/5km,Biolchi Eventos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=44984&5%BA%20Bor%FAssia%20Trail,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=44984&5%BA%20Bor%FAssia%20Trail
RS,Eco Trail do Taim 100k,10/01/2026,,100km,Fábrica de Atletas Assessoria Esportiva,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=45211&Eco%20Trail%20do%20Taim%20100k,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=45211&Eco%20Trail%20do%20Taim%20100k
RS,Corrida 5 Anos by Joy,10/01/2026,,2km,Biolchi Eventos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51768&Corrida%205%20Anos%20by%20Joy,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51768&Corrida%205%20Anos%20by%20Joy
RS,Circuito Sesc de Corridas - Etapa Atlântida Sul,11/01/2026,,10/5/3km,SESC,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52751&Circuito%20Sesc%20de%20Corridas%20-%20Etapa%20Atl%E2ntida%20Sul,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52751&Circuito%20Sesc%20de%20Corridas%20-%20Etapa%20Atl%E2ntida%20Sul
RS,Rústica de Verão Picada Café,11/01/2026,,5km,Wommer Running,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52732&R%FAstica%20de%20Ver%E3o%20Picada%20Caf%E9,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52732&R%FAstica%20de%20Ver%E3o%20Picada%20Caf%E9
RS,Desafio das Tunas 2026,11/01/2026,,15/3km,,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=50667&Desafio%20das%20Tunas%202026,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=50667&Desafio%20das%20Tunas%202026
RS,Corrida Sicoob Run Mulher,11/01/2026,,5km,OutBrazil Group,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51669&Corrida%20Sicoob%20Run%20Mulher,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51669&Corrida%20Sicoob%20Run%20Mulher
RS,Sprint Nocaute 2026,11/01/2026,,9/3km,Sul Sports Show,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51633&Sprint%20Nocaute%202026,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51633&Sprint%20Nocaute%202026
RS,TTT 2026,17/01/2026,,"84,4/42/21km",TTT Eventos e Produções,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=47788&TTT%202026,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=47788&TTT%202026
RS,1ª Maratona SulSportShow Canela,18/01/2026,,42/21/10/5km,Sul Sport Show,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=42322&1%AA%20Maratona%20SulSportShow%20Canela,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=42322&1%AA%20Maratona%20SulSportShow%20Canela
RS,1ª Rústica Festa da Melância,18/01/2026,,5km,Wommer Running,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52734&1%AA%20R%FAstica%20Festa%20da%20Mel%E2ncia,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52734&1%AA%20R%FAstica%20Festa%20da%20Mel%E2ncia
RS,Corrida dos 32 Anos da ACORRG,18/01/2026,,10/5/3km,ACORRG,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51652&Corrida%20dos%2032%20Anos%20da%20ACORRG,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51652&Corrida%20dos%2032%20Anos%20da%20ACORRG
RS,1ª Rústica de Aniversário Go Training Academia,18/01/2026,,5/2km,M1 Running,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52733&1%AA%20R%FAstica%20de%20Anivers%E1rio%20Go%20Training%20Academia,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52733&1%AA%20R%FAstica%20de%20Anivers%E1rio%20Go%20Training%20Academia
RS,4ª Rústica Colorada do Litoral Norte,18/01/2026,,8/4km,Biolchi Eventos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=44986&4%AA%20R%FAstica%20Colorada%20do%20Litoral%20Norte,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=44986&4%AA%20R%FAstica%20Colorada%20do%20Litoral%20Norte
RS,4ª Imbé Night Run,24/01/2026,,5km,Biolchi Eventos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=47692&4%AA%20Imb%E9%20Night%20Run,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=47692&4%AA%20Imb%E9%20Night%20Run
RS,8º Tapes Night Run,24/01/2026,,6/3km,Japur Sport e Fitness e CMN Produtora,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51670&8%BA%20Tapes%20Night%20Run,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51670&8%BA%20Tapes%20Night%20Run
RS,Treinão de Verão 2026,25/01/2026,,4/2km,Guigo Sports,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52735&Trein%E3o%20de%20Ver%E3o%202026,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52735&Trein%E3o%20de%20Ver%E3o%202026
RS,7ª Rústica Tricolor,25/01/2026,,10/5/3km,Studio NaturalFIT,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=47255&7%AA%20R%FAstica%20Tricolor,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=47255&7%AA%20R%FAstica%20Tricolor
RS,Circuito Trilhas e Montanhas - 1ª Etapa - Praia Itapeva,31/01/2026,,15/8km,L&E Eventos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=50266&Circuito%20Trilhas%20e%20Montanhas%20-%201%AA%20Etapa%20-%20Praia%20Itapeva,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=50266&Circuito%20Trilhas%20e%20Montanhas%20-%201%AA%20Etapa%20-%20Praia%20Itapeva
RS,Corrida do Cinquentão do Bruno,01/02/2026,,5km,,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=50521&Corrida%20do%20Cinquent%E3o%20do%20Bruno,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=50521&Corrida%20do%20Cinquent%E3o%20do%20Bruno
RS,6ª Corrida de Aniversário da SAT 80 Anos,01/02/2026,,6/3km,Biolchi Eventos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=44987&6%AA%20Corrida%20de%20Anivers%E1rio%20da%20SAT%2080%20Anos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=44987&6%AA%20Corrida%20de%20Anivers%E1rio%20da%20SAT%2080%20Anos
RS,Maratona do Vinho 2026,07/02/2026,,42/21/7km,Lavandoski,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=45749&Maratona%20do%20Vinho%202026,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=45749&Maratona%20do%20Vinho%202026
RS,La Prima Vendemmia - II Corrida entre Vales e Vinhedos,07/02/2026,,6km,L&E Eventos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52678&La%20Prima%20Vendemmia%20-%20II%20Corrida%20entre%20Vales%20e%20Vinhedos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52678&La%20Prima%20Vendemmia%20-%20II%20Corrida%20entre%20Vales%20e%20Vinhedos
RS,Carna Run Torres,07/02/2026,,5km,,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51671&Carna%20Run%20Torres,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51671&Carna%20Run%20Torres
RS,Rústica Master Run 2025,08/02/2026,,10/5/3km,SESC,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=50374&R%FAstica%20Master%20Run%202025,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=50374&R%FAstica%20Master%20Run%202025
RS,Circuito Sesc de Corridas - Etapa Uruguaiana,08/02/2026,,10/5/3km,SESC,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52750&Circuito%20Sesc%20de%20Corridas%20-%20Etapa%20Uruguaiana,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52750&Circuito%20Sesc%20de%20Corridas%20-%20Etapa%20Uruguaiana
RS,8ª Tramandaí Night Run,14/02/2026,,10/5/3km,Biolchi Eventos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=44988&8%AA%20Tramanda%ED%20Night%20Run,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=44988&8%AA%20Tramanda%ED%20Night%20Run
RS,Folia Run 2026,15/02/2026,,10/5km,Sul Sports Show,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51634&Folia%20Run%202026,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51634&Folia%20Run%202026
RS,Hospital Moinhos de Vento Summer Night Run,21/02/2026,,10/5/3km,Run Sports,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52394&Hospital%20Moinhos%20de%20Vento%20Summer%20Night%20Run,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52394&Hospital%20Moinhos%20de%20Vento%20Summer%20Night%20Run
RS,Circuito Trilhas e Montanhas - 2ª Etapa,21/02/2026,,14/7km,L&E Eventos,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51672&Circuito%20Trilhas%20e%20Montanhas%20-%202%AA%20Etapa,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=51672&Circuito%20Trilhas%20e%20Montanhas%20-%202%AA%20Etapa
RS,Corrida Movimento Dourado AMO,22/02/2026,,5km,Wommer Running,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=49831&Corrida%20Movimento%20Dourado%20AMO,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=49831&Corrida%20Movimento%20Dourado%20AMO
RS,Rústica e Caminhada Estação Verão Sesc 2026,22/02/2026,,10/5/3km,SESC,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52395&R%FAstica%20e%20Caminhada%20Esta%E7%E3o%20Ver%E3o%20Sesc%202026,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=52395&R%FAstica%20e%20Caminhada%20Esta%E7%E3o%20Ver%E3o%20Sesc%202026
RS,Guaporé Night Run,28/02/2026,,21/12/6/3km,Attivitá Academia,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=46205&Guapor%E9%20Night%20Run,https://www.corridasbr.com.br/rs/mostracorrida.asp?escolha=46205&Guapor%E9%20Night%20Run
SC,,04/01/2026,,8/4km,LDM Eventos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52416&R%FAstica%20Marlim%20Azul,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52416&R%FAstica%20Marlim%20Azul
SC,,11/01/2026,,10/5km,On Sports,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=53032&Circuito%20Angeloni%20-%20Etapa%20Itapema,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=53032&Circuito%20Angeloni%20-%20Etapa%20Itapema
SC,,11/01/2026,,14/7km,Cermoful Energia,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=51724&Corrida%20do%20Cooperativismo%202026,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=51724&Corrida%20do%20Cooperativismo%202026
SC,,17/01/2026,,10/5km,FTA Sports,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=50821&2%AA%20Corrida%20Bombeiros%20Volunt%E1rios%20Navegantes,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=50821&2%AA%20Corrida%20Bombeiros%20Volunt%E1rios%20Navegantes
SC,,18/01/2026,,"5,5km",LMD Eventos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52413&21%AA%20Night%20Run%20de%20S%E3o%20Sebasti%E3o,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52413&21%AA%20Night%20Run%20de%20S%E3o%20Sebasti%E3o
SC,,18/01/2026,,Variado,Alfa Sports Centro de Reabilitação,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=49063&II%20Desafio%20de%20Pista,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=49063&II%20Desafio%20de%20Pista
SC,,24/01/2026,,,,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52420&Trein%E3o%20Casa%20do%20Malte,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52420&Trein%E3o%20Casa%20do%20Malte
SC,,24/01/2026,,"6,5km",Prefeitura Municipal,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52430&Desafio%20de%20Anivers%E1rio%2065%20Anos%20de%20Major%20Vieira,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52430&Desafio%20de%20Anivers%E1rio%2065%20Anos%20de%20Major%20Vieira
SC,,25/01/2026,,5km,Leão da Serra Eventos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=50265&1%AA%20Corrida%20Solid%E1ria%20Corre%20Lagos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=50265&1%AA%20Corrida%20Solid%E1ria%20Corre%20Lagos
SC,,25/01/2026,,10/5km,Premium Eventos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=50942&One%20Day%20Run%20-%20Jurer%EA,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=50942&One%20Day%20Run%20-%20Jurer%EA
SC,,25/01/2026,,5km,KW Eventos Esportivos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52097&Corrida%20de%20Ver%E3o%20Indaial%202026,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52097&Corrida%20de%20Ver%E3o%20Indaial%202026
SC,,25/01/2026,,"7/3,5km",42K Assessoria Esportiva,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=50829&Corrida%20do%20JEC%202026,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=50829&Corrida%20do%20JEC%202026
SC,,25/01/2026,,10/5km,LM Eventos Esportivos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=49980&Summer%20Run%202026,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=49980&Summer%20Run%202026
SC,,25/01/2026,,10/5km,CJR Academia e Eventos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=45247&2%AA%20Corrida%20de%20S%E3o%20Jos%E9,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=45247&2%AA%20Corrida%20de%20S%E3o%20Jos%E9
SC,,31/01/2026,,10/5km,ACORSJ,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52440&Floripa%20Night%20Race%202026,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52440&Floripa%20Night%20Race%202026
SC,,01/02/2026,,10/5km,Mais Sports,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=45932&VGT%20Run%20Itapema,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=45932&VGT%20Run%20Itapema
SC,,07/02/2026,,10/5km,LMD Eventos,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52414&Gaivota%20Night%20Run,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=52414&Gaivota%20Night%20Run
SC,,07/02/2026,,10/5km,,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=51425&Corrida%20do%20Batalh%E3o%20de%20Choque%20da%20Pol%EDcia%20Militar,
SC,,07/02/2026,,5km,,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=53035&Corrida%20Carnaval%20Palho%E7a,https://www.corridasbr.com.br/sc/mostracorrida.asp?escolha=53035&Corrida%20Carnaval%20Palho%E7a
